Address,Price,Beds,Baths,Space
"34 Honeybourne Cres, Markham, Ontario","$1,685,000 CAD",3 BedsBds,2 BathsBa,
"5146 19th Ave, Markham, Ontario L6C1M4","$3,988,900 CAD",4 BedsBds,3 BathsBa,
"26 BERNADOTTE DR, Markham, Ontario L6C1E2","$3,580,000 CAD",5 BedsBds,6 BathsBa,
"1 Beaufort Way, Markham, Ontario","$1,280,000 CAD",4 BedsBds,4 BathsBa,
"$30 Sophia Rd, Markham, Ontario","$1,100,000 CAD",3 BedsBds,4 BathsBa,
"9506 MARKHAM RD RD 1106, Markham, Ontario L6E0S5","$629,000 CAD",2 BedsBds,1 BathBa,
"15 OAKCREST AVE, Markham, Ontario L3R2B9","$3,299,000 CAD",4 BedsBds,3 BathsBa,
"7 Bartlett Rd, Markham, Ontario","$1,170,000 CAD",3 BedsBds,4 BathsBa,"1,500 SqftSqft"
"$296 Main Markham St N, Markham, Ontario","$1,388,000 CAD",2 BedsBds,2 BathsBa,
"13 Lahore Cres, Markham, Ontario","$928,000 CAD",4 BedsBds,4 BathsBa,"1,500 SqftSqft"
"38 Faithful Way 10, Markham, Ontario L3R1A1","$859,000 CAD",4 BedsBds,3 BathsBa,
"9 Old Wellington St, Markham, Ontario","$998,000 CAD",3 BedsBds,4 BathsBa,"1,500 SqftSqft"
"74 COLELUKE LANE, Markham, Ontario L3S0B7","$888,000 CAD",6 BedsBds,4 BathsBa,
"66 Apricot St, Markham, Ontario L3T 1C8","$2,389,000 CAD",5 BedsBds,3 BathsBa,
"9388 KENNEDY RD, Markham, Ontario L6C0Y6","$1,150,000 CAD",3 BedsBds,3 BathsBa,
"80 Inverlochy Blvd 1211, Markham, Ontario L3T4P3","$579,000 CAD",3 BedsBds,2 BathsBa,
"38 FAITHFUL WAY, Markham, Ontario L3R1A1","$859,000 CAD",4 BedsBds,3 BathsBa,
"4 Gainsville Ave, Markham, Ontario L3R1W6","$2,680,000 CAD",5 BedsBds,4 BathsBa,
"11 Lee Ave, Markham, Ontario L3R 0L7","$5,668,000 CAD",2 BedsBds,1 BathBa,
"8323 KENNEDY RD 1228, Markham, Ontario L3R5W7","$499,000 CAD",2 BedsBds,1 BathBa,
"646 Village Pkwy, Markham, Ontario","$798,900 CAD",3 BedsBds,3 BathsBa,"1,400 SqftSqft"
"17 DYNASTY DR, Markham, Ontario L3S4N1","$1,508,888 CAD",5 BedsBds,5 BathsBa,
"30 LARKIN AVE, Markham, Ontario L3P4R3","$1,699,999 CAD",5 BedsBds,4 BathsBa,
"150 Coppard Ave, Markham, Ontario","$1,499,000 CAD",4 BedsBds,5 BathsBa,"3,000 SqftSqft"
"$20 St Moritz Way 13A, Markham, Ontario","$899,000 CAD",4 BedsBds,3 BathsBa,
"8110 Birchmount Rd, Markham, Ontario","$599,000 CAD",2 BedsBds,2 BathsBa,"1,000 SqftSqft"
"38 CEDARLAND DR 709, Markham, Ontario L6G1B8","$698,000 CAD",2 BedsBds,2 BathsBa,
"33 GEORGE MARTIN DR, Markham, Ontario L3R4S6","$2,299,000 CAD",7 BedsBds,7 BathsBa,
"99 Hua Du Ave, Markham, Ontario","$1,788,800 CAD",4 BedsBds,7 BathsBa,"3,000 SqftSqft"
"$6 Linda Way, Markham, Ontario","$699,000 CAD",3 BedsBds,3 BathsBa,
"49 LUZON  (T172) AVE, Markham, Ontario L4E0S8","$1,299,990 CAD",3 BedsBds,4 BathsBa,
"5077 14TH AVE, Markham, Ontario L3S3K4","$2,149,000 CAD",,,
"180 Enterprise Blvd , Markham, Ontario","$599,000 CAD",1 BedBd,1 BathBa,
"7165 YONGE ST 2312, Markham, Ontario L3T0C9","$599,000 CAD",2 BedsBds,2 BathsBa,
"107 CASTLEGLEN BLVD, Markham, Ontario L6C0B3","$2,180,000 CAD",4 BedsBds,5 BathsBa,
"7165 YONGE ST Ph07, Markham, Ontario L3T0C9","$637,888 CAD",2 BedsBds,1 BathBa,
"10 DONCREST DR, Markham, Ontario L3T2T1","$4,888,000 CAD",8 BedsBds,9 BathsBa,
"9582 MARKHAM RD 203, Markham, Ontario L6E0H8","$629,888 CAD",2 BedsBds,2 BathsBa,
"32 Brookshire Circ, Markham, Ontario","$1,728,888 CAD",4 BedsBds,4 BathsBa,
"5158 16TH AVE, Markham, Ontario L6C2H1","$1,985,000 CAD",4 BedsBds,4 BathsBa,
"31 JEREMY DR, Markham, Ontario L3R2K7","$2,660,000 CAD",5 BedsBds,4 BathsBa,
"47 Tangmere Cres, Markham, Ontario L3R6Y6","$958,000 CAD",3 BedsBds,2 BathsBa,
"29 PERSONNA BLVD, Markham, Ontario L6C1G1","$5,980,000 CAD",5 BedsBds,6 BathsBa,
"100 Henderson Ave, Markham, Ontario","$799,009 CAD",3 BedsBds,3 BathsBa,"1,400 SqftSqft"
"102 Miles Farm Rd, Markham, Ontario","$968,000 CAD",3 BedsBds,4 BathsBa,"1,500 SqftSqft"
"7 Chiavatti Dr, Markham, Ontario L3R1E2","$3,599,000 CAD",5 BedsBds,6 BathsBa,
"$6 Outlook Terrace Dr, Markham, Ontario","$1,499,000 CAD",4 BedsBds,3 BathsBa,
"$59 Raleigh Cres, Markham, Ontario","$799,900 CAD",3 BedsBds,4 BathsBa,
"$30 Russell Hill Rd, Markham, Ontario","$1,158,000 CAD",3 BedsBds,3 BathsBa,
"63 Beckett Ave, Markham, Ontario L6C0T3","$1,788,000 CAD",6 BedsBds,5 BathsBa,
"203 Stonebridge Dr, Markham, Ontario L6C2S2","$1,598,000 CAD",4 BedsBds,3 BathsBa,
"$9 Hyacinth St, Markham, Ontario","$999,000 CAD",4 BedsBds,3 BathsBa,
"285 ANGUS GLEN BLVD, Markham, Ontario L6C0L4","$2,889,000 CAD",4 BedsBds,4 BathsBa,
"39 UPPER DUKE CRES 507, Markham, Ontario L6G0B8","$738,000 CAD",2 BedsBds,2 BathsBa,
"$3 Turnberry Cres, Markham, Ontario","$2,080,000 CAD",5 BedsBds,4 BathsBa,
"15 STOLLERY POND CRES 812, Markham, Ontario L6C0Y4","$980,000 CAD",3 BedsBds,2 BathsBa,
"180 ENTERPRISE BLVD 506, Markham, Ontario L6G1G3","$488,800 CAD",2 BedsBds,1 BathBa,
"88 STEELES AVE E, Markham, Ontario L3T1A3","$1,399,000 CAD",2 BedsBds,1 BathBa,
"5160 16TH AVE, Markham, Ontario L6C2H1","$1,853,000 CAD",4 BedsBds,4 BathsBa,
"79 MORGAN AVE, Markham, Ontario L3T1R5","$1,300,000 CAD",4 BedsBds,2 BathsBa,
"9 NATASHA WAY, Markham, Ontario L3R5P6","$899,000 CAD",4 BedsBds,3 BathsBa,
"2 Dunsheath Way, Markham, Ontario","$588,000 CAD",2 BedsBds,2 BathsBa,800 SqftSqft
"2 DUNSHEATH WAY 120, Markham, Ontario L6B0A3","$740,000 CAD",2 BedsBds,2 BathsBa,
"7400 MARKHAM RD 514, Markham, Ontario L3S0C5","$699,900 CAD",3 BedsBds,2 BathsBa,
"$55 Lindcrest Manr 1002, Markham, Ontario","$749,000 CAD",3 BedsBds,3 BathsBa,
"162 William Berczy Blvd, Markham, Ontario","$999,909 CAD",3 BedsBds,3 BathsBa,"1,500 SqftSqft"
"$166 Trothen Circ, Markham, Ontario","$988,800 CAD",3 BedsBds,4 BathsBa,
"2940 DONALD COUSENS PKWY, Markham, Ontario L6B0T5","$888,880 CAD",3 BedsBds,3 BathsBa,
"2 CALDERBRIDGE CRES, Markham, Ontario L9R9M8","$1,999,900 CAD",8 BedsBds,5 BathsBa,
"15 HENDERSON AVE, Markham, Ontario L3T2K4","$2,998,000 CAD",5 BedsBds,5 BathsBa,
"44 Karma Rd, Markham, Ontario","$998,000 CAD",4 BedsBds,4 BathsBa,
"7161 Yonge St 419, Markham, Ontario L3T0C8","$619,000 CAD",2 BedsBds,1 BathBa,
"15 Water Walk Dr1908 Markham Ontario, Markham, Ontario","$980,000 CAD",,,
"$32 Clegg Rd 207, Markham, Ontario","$499,000 CAD",1 BedBd,1 BathBa,
"10 CALLAHAN CRT, Markham, Ontario","$1,019,000 CAD",3 BedsBds,3 BathsBa,
"9704 Mccowan Rd, Markham, Ontario","$784,800 CAD",2 BedsBds,2 BathsBa,800 SqftSqft
"653 Village Pkwy, Markham, Ontario","$869,000 CAD",3 BedsBds,3 BathsBa,"1,400 SqftSqft"
"$20 Westmeath Lane 2312, Markham, Ontario","$729,900 CAD",2 BedsBds,2 BathsBa,
"17 CRANDALL DR, Markham, Ontario L3P6H7","$1,550,000 CAD",6 BedsBds,5 BathsBa,
"$15 Water Walk Dr 319, Markham, Ontario","$499,000 CAD",1 BedBd,1 BathBa,
"73 Willowbrook Rd, Markham, Ontario L3T5K7","$2,540,000 CAD",5 BedsBds,4 BathsBa,
"$28 Daniel Crt, Markham, Ontario","$1,680,000 CAD",4 BedsBds,5 BathsBa,
"45 HOUSER ST, Markham, Ontario L6E1J1","$1,886,000 CAD",5 BedsBds,5 BathsBa,
"610 BULLOCK DR 107, Markham, Ontario L3R0G1","$898,000 CAD",2 BedsBds,2 BathsBa,
"$2 Westmeath Lane 2124, Markham, Ontario","$699,000 CAD",2 BedsBds,2 BathsBa,
"58 Adam Sellers St, Markham, Ontario","$638,888 CAD",2 BedsBds,2 BathsBa,800 SqftSqft
"14 Seinecliffe Rd, Markham, Ontario L3T1K4","$5,995,000 CAD",5 BedsBds,7 BathsBa,
"$277 South Park Rd 102, Markham, Ontario","$499,999 CAD",1 BedBd,1 BathBa,
"$48 Havelock Gate, Markham, Ontario","$1,280,000 CAD",5 BedsBds,4 BathsBa,
"5 Donald Buttress Blvd W, Markham, Ontario","$1,188,000 CAD",3 BedsBds,4 BathsBa,"2,000 SqftSqft"
"34 Kylemore Way, Markham, Ontario","$1,090,000 CAD",3 BedsBds,3 BathsBa,"1,500 SqftSqft"
"$277 South Park Rd 102, Markham, Ontario","$599,999 CAD",1 BedBd,1 BathBa,
"24 Gosford St, Markham, Ontario","$984,900 CAD",3 BedsBds,3 BathsBa,
"15 PAVILLION ST, Markham, Ontario L3R1N8","$1,680,000 CAD",5 BedsBds,2 BathsBa,
"$15 Water Walk Dr 2509, Markham, Ontario","$499,000 CAD",1 BedBd,1 BathBa,
"139 RIVERWALK DR, Markham, Ontario L6B0E2","$1,688,800 CAD",5 BedsBds,4 BathsBa,
"91 NORTHOLT CRES, Markham, Ontario L3R6P3","$1,328,000 CAD",6 BedsBds,5 BathsBa,
"5 Faithful Way, Markham, Ontario","$599,000 CAD",3 BedsBds,2 BathsBa,"1,200 SqftSqft"
"231 Fred Mclaren Blvd, Markham, Ontario","$998,808 CAD",4 BedsBds,3 BathsBa,"1,500 SqftSqft"
"LOT 71 MACKLIN ST, Markham, Ontario","$889,990 CAD",4 BedsBds,4 BathsBa,
"28 Smoothwater Terr, Markham, Ontario","$1,449,000 CAD",4 BedsBds,5 BathsBa,
"8 Ann Louise Cres, Markham, Ontario","$1,438,800 CAD",4 BedsBds,4 BathsBa,"3,000 SqftSqft"
"98 GRANDVIEW AVE, Markham, Ontario L3T1H6","$1,388,000 CAD",5 BedsBds,3 BathsBa,
"14 MILLSTONE CRT, Markham, Ontario L3R7L9","$2,138,000 CAD",5 BedsBds,4 BathsBa,
"$83 Normandale Rd, Markham, Ontario","$2,280,000 CAD",5 BedsBds,5 BathsBa,
"71 Decast Cres, Markham, Ontario","$899,009 CAD",4 BedsBds,3 BathsBa,"2,000 SqftSqft"
"8 DONCREST DR, Markham, Ontario L3T2T1","$8,488,000 CAD",6 BedsBds,9 BathsBa,
"138 GUINEVERE RD, Markham, Ontario L3S4V1","$929,000 CAD",3 BedsBds,3 BathsBa,
"50 CLEGG RD 530, Markham, Ontario L6G0C6","$499,800 CAD",1 BedBd,1 BathBa,
,"$639,000 CAD",2 BedsBds,2 BathsBa,
"60 SOUTH TOWN CENTRE BLVD P2-157, Markham, Ontario L6G0C5","$33,000 CAD",,,
"$197 Larkin Ave, Markham, Ontario","$1,298,000 CAD",4 BedsBds,3 BathsBa,
"18 FERNCLIFFE CRES, Markham, Ontario L3S4N9","$1,749,000 CAD",4 BedsBds,4 BathsBa,
"22 St. Moritz Way, Markham, Ontario","$850,000 CAD",3 BedsBds,3 BathsBa,"1,600 SqftSqft"
"9704 Mccowan Rd, Markham, Ontario","$818,800 CAD",3 BedsBds,2 BathsBa,900 SqftSqft
"$2 Gable Hurst Way 2712, Markham, Ontario","$649,000 CAD",3 BedsBds,2 BathsBa,
"63 PETER ST, Markham, Ontario L3P2A7","$1,680,000 CAD",4 BedsBds,5 BathsBa,
"9 Stollery Pond Cres, Markham, Ontario","$889,990 CAD",2 BedsBds,2 BathsBa,800 SqftSqft
"11 EUCLID ST, Markham, Ontario L3R1P5","$3,388,888 CAD",7 BedsBds,8 BathsBa,
"15 Water Walk  Dr, Markham, Ontario","$688,888 CAD",1 BedBd,1 BathBa,600 SqftSqft
"2089 BUR OAK AVE, Markham, Ontario L6E0C6","$739,000 CAD",3 BedsBds,3 BathsBa,
"$9582 Markham Rd 306, Markham, Ontario","$499,999 CAD",1 BedBd,1 BathBa,
"7 DORAL GATE, Markham, Ontario L3T7K6","$1,199,000 CAD",4 BedsBds,4 BathsBa,
"$653 Village Pkwy 13, Markham, Ontario","$869,000 CAD",3 BedsBds,3 BathsBa,
"301 South Park St, Markham, Ontario","$1,289,000 CAD",3 BedsBds,3 BathsBa,"1,800 SqftSqft"
"6 LADYSLIPPER CRT, Markham, Ontario L3T2S4","$3,299,000 CAD",8 BedsBds,4 BathsBa,
"204 Louisbourg Way 101, Markham, Ontario L6E 0C2","$749,990 CAD",3 BedsBds,3 BathsBa,
"4665 19TH AVE, Markham, Ontario L6C1M3","$4,280,000 CAD",3 BedsBds,2 BathsBa,
"68 Windyton Ave N, Markham, Ontario","$999,000 CAD",4 BedsBds,5 BathsBa,
"81 SUNRISE DR, Markham, Ontario L3R1A1","$659,000 CAD",2 BedsBds,2 BathsBa,
"24 MAYTIME Way, Markham, Ontario L6C0N5","$1,158,000 CAD",4 BedsBds,4 BathsBa,
"32 Fieldside St, Markham, Ontario","$1,399,000 CAD",4 BedsBds,5 BathsBa,"2,500 SqftSqft"
"149 FRED VARLEY DR, Markham, Ontario L3R1T5","$1,890,000 CAD",4 BedsBds,2 BathsBa,
"$37 Caldbeck Ave, Markham, Ontario","$1,858,888 CAD",4 BedsBds,4 BathsBa,
"11 VINTAGE LANE, Markham, Ontario L3T1X7","$3,080,000 CAD",5 BedsBds,4 BathsBa,
"223 DUNDAS WAY, Markham, Ontario L6E0S8","$998,000 CAD",4 BedsBds,4 BathsBa,
"12 CREEKVALLEY LANE, Markham, Ontario L6C0Y7","$1,388,888 CAD",4 BedsBds,3 BathsBa,
"8272* MCCOWAN RD, Markham, Ontario L4B3N9","$19,000,000 CAD",,,
"$2 Dunsheath Way 120, Markham, Ontario","$759,900 CAD",2 BedsBds,2 BathsBa,
"9380 KENNEDY RD W, Markham, Ontario L6C1N6","$1,456,000 CAD",4 BedsBds,3 BathsBa,
"$7 Thomas Bales Dr, Markham, Ontario","$1,215,000 CAD",2 BedsBds,3 BathsBa,
"76 GLEN CAMERON RD, Markham, Ontario L3T1P7","$1,188,888 CAD",5 BedsBds,2 BathsBa,
"120 COUNTRY GLEN RD S, Markham, Ontario L6B1B5","$799,000 CAD",5 BedsBds,3 BathsBa,
"$30 Westmeath Lane 2516, Markham, Ontario","$675,000 CAD",2 BedsBds,2 BathsBa,
"85 Romfield Crct, Markham, Ontario","$1,849,000 CAD",4 BedsBds,4 BathsBa,"2,500 SqftSqft"
"119 WATERBRIDGE LANE, Markham, Ontario L3R8V4","$1,780,000 CAD",5 BedsBds,4 BathsBa,
"14 Prescott Crt, Markham, Ontario L3T5W7","$4,290,000 CAD",6 BedsBds,6 BathsBa,
"$15 Water Walk Dr 1908, Markham, Ontario","$980,000 CAD",2 BedsBds,2 BathsBa,
"102 Rainbow Valley Cres, Markham, Ontario","$999,990 CAD",3 BedsBds,3 BathsBa,
"$11 Olive Villa Crt, Markham, Ontario","$3,588,800 CAD",4 BedsBds,6 BathsBa,
"273 Riverlands Ave, Markham, Ontario","$928,000 CAD",3 BedsBds,3 BathsBa,"1,500 SqftSqft"
"51 Bethany St, Markham, Ontario","$1,499,000 CAD",4 BedsBds,6 BathsBa,
"8 Thomas Foster St, Markham, Ontario L6C1N7","$788,000 CAD",,,
"15 SOUTHDALE DR, Markham, Ontario L3P1J6","$1,499,000 CAD",5 BedsBds,3 BathsBa,
"23 Coakwell Dr, Markham, Ontario","$1,399,000 CAD",4 BedsBds,6 BathsBa,"2,500 SqftSqft"
"21 VOGUE ST, Markham, Ontario L3S4G4","$1,085,000 CAD",3 BedsBds,4 BathsBa,
"17 Maytime Way, Markham, Ontario","$888,000 CAD",4 BedsBds,4 BathsBa,"2,000 SqftSqft"
"4870 ELGIN MILLS RD E, Markham, Ontario L6C1L5","$5,350,000 CAD",,,
"17 GLENBROOK DR, Markham, Ontario L6C2W7","$2,198,000 CAD",6 BedsBds,6 BathsBa,
"26 CORBY RD, Markham, Ontario L3R8M8","$1,888,000 CAD",4 BedsBds,3 BathsBa,
"53 Kirk Dr, Markham, Ontario L3T3K8","$2,088,800 CAD",,,
"$262 Stonebridge Dr, Markham, Ontario","$1,590,000 CAD",4 BedsBds,4 BathsBa,
"39 NEW DELHI DR 820, Markham, Ontario L3S0E1","$649,900 CAD",2 BedsBds,2 BathsBa,
"18 UPTOWN DR 622, Markham, Ontario L3R5M5","$599,900 CAD",1 BedBd,1 BathBa,
"121 Stargell Cres, Markham, Ontario","$998,000 CAD",3 BedsBds,3 BathsBa,"1,500 SqftSqft"
"53 MICHAEL WAY, Markham, Ontario L3R5G4","$1,139,900 CAD",4 BedsBds,4 BathsBa,
"679 CABOTO TR, Markham, Ontario L3R5V9","$999,000 CAD",3 BedsBds,3 BathsBa,
"168 RIBSTON ST, Markham, Ontario L3S3T6","$1,599,000 CAD",6 BedsBds,4 BathsBa,
"10 Foxton Rd, Markham, Ontario","$1,088,000 CAD",4 BedsBds,4 BathsBa,"2,500 SqftSqft"
"103 Southbrook Cres, Markham, Ontario","$999,000 CAD",3 BedsBds,4 BathsBa,"1,500 SqftSqft"
"173 Simonston Blvd, Markham, Ontario","$988,000 CAD",4 BedsBds,4 BathsBa,
"80 Inverlochy Blvd 1108, Markham, Ontario L3T4P3","$649,000 CAD",3 BedsBds,2 BathsBa,
"20 Abercorn Rd, Markham, Ontario","$1,618,000 CAD",3 BedsBds,2 BathsBa,
"25 Florelle Dr, Markham, Ontario","$1,090,000 CAD",4 BedsBds,3 BathsBa,"2,000 SqftSqft"
"$88 Lahore Cres, Markham, Ontario","$949,000 CAD",3 BedsBds,3 BathsBa,
"$84 Luzon Ave, Markham, Ontario","$990,000 CAD",4 BedsBds,3 BathsBa,
"15 Water Walk Dr, Markham, Ontario","$980,000 CAD",2 BedsBds,2 BathsBa,"1,000 SqftSqft"
"2 MCKENNON ST, Markham, Ontario L6E1H6","$1,168,000 CAD",4 BedsBds,3 BathsBa,
"45 Majestic Dr, Markham, Ontario","$1,399,000 CAD",4 BedsBds,4 BathsBa,"2,500 SqftSqft"
"96 MEMON PL, Markham, Ontario L6E0R9","$999,000 CAD",4 BedsBds,5 BathsBa,
"80 GLEN CAMERON RD, Markham, Ontario L3T1P7","$1,388,000 CAD",4 BedsBds,3 BathsBa,
"18 Frank Davis St, Markham, Ontario","$949,990 CAD",3 BedsBds,3 BathsBa,"1,100 SqftSqft"
"$32 Clegg Rd 207, Markham, Ontario","$599,900 CAD",1 BedBd,1 BathBa,
"40 Holbrook Crt, Markham, Ontario","$1,468,800 CAD",4 BedsBds,4 BathsBa,"3,000 SqftSqft"
"9506 MARKHAM RD 617, Markham, Ontario L6E0S5","$599,900 CAD",2 BedsBds,2 BathsBa,
"778 Hammersly Blvd, Markham, Ontario","$1,450,000 CAD",4 BedsBds,3 BathsBa,
"301 SOUTH PARK RD, Markham, Ontario L3T0B9","$1,289,000 CAD",3 BedsBds,3 BathsBa,
"2 WESTMEATH LANE 2109, Markham, Ontario L6B1N5","$459,900 CAD",1 BedBd,1 BathBa,
"8 Candlewood Crt, Markham, Ontario","$1,299,900 CAD",4 BedsBds,3 BathsBa,
"56 Romfield Crct, Markham, Ontario L3T3H5","$1,350,000 CAD",4 BedsBds,3 BathsBa,
"152 Kirk Dr, Markham, Ontario L3T3L4","$2,679,000 CAD",4 BedsBds,5 BathsBa,
"42 Woodgrove Tr, Markham, Ontario","$990,000 CAD",3 BedsBds,4 BathsBa,"2,000 SqftSqft"
"5168 16TH AVE, Markham, Ontario L6C2H1","$1,895,000 CAD",4 BedsBds,4 BathsBa,
"$46 Horstman St, Markham, Ontario","$999,000 CAD",4 BedsBds,4 BathsBa,
"338 Main St N, Markham, Ontario L3P1Z1","$1,795,000 CAD",5 BedsBds,4 BathsBa,
"$15 Rachel Cres, Markham, Ontario","$962,000 CAD",3 BedsBds,3 BathsBa,
"10 Houghton Blvd, Markham, Ontario L3P2N6","$3,199,000 CAD",5 BedsBds,5 BathsBa,
"41 Ferrah St, Markham, Ontario L3R1N6","$1,398,000 CAD",5 BedsBds,4 BathsBa,
"$69 Royal Orchard Blvd, Markham, Ontario","$1,778,800 CAD",5 BedsBds,3 BathsBa,
"$21 Donald Buttress Blvd E, Markham, Ontario","$1,340,000 CAD",4 BedsBds,5 BathsBa,
"31 Lord Durham Rd, Markham, Ontario","$1,649,000 CAD",4 BedsBds,4 BathsBa,"3,000 SqftSqft"
"44 Briar Path Lane, Markham, Ontario","$1,550,000 CAD",4 BedsBds,5 BathsBa,"2,500 SqftSqft"
"109 WHITE'S HILL AVE, Markham, Ontario L6B1C2","$1,028,000 CAD",4 BedsBds,3 BathsBa,
"5166 16TH AVE, Markham, Ontario L6C2H1","$1,798,000 CAD",4 BedsBds,4 BathsBa,
"162 DECAST CRES, Markham, Ontario L6B1N8","$899,000 CAD",3 BedsBds,3 BathsBa,
"2767 Bur Oak Ave, Markham, Ontario","$938,000 CAD",2 BedsBds,3 BathsBa,
"28 POMANDER RD, Markham, Ontario L3R1X7","$4,988,000 CAD",6 BedsBds,6 BathsBa,
"5156 16TH AVE, Markham, Ontario L6C2H1","$2,160,000 CAD",5 BedsBds,6 BathsBa,
"30 BERNBRIDGE RD, Markham, Ontario L6B0S3","$1,349,900 CAD",4 BedsBds,3 BathsBa,
"7325 Markham Rd 131, Markham, Ontario L3S3J9","$30,500 CAD",,,
"30 Christian Ritter Dr, Markham, Ontario","$999,000 CAD",3 BedsBds,3 BathsBa,"1,500 SqftSqft"
"15 WATER WALK DR 921, Markham, Ontario L6G0G2","$587,000 CAD",1 BedBd,1 BathBa,
"32 Dumfries Dr, Markham, Ontario L6C 1R9","$1,890,000 CAD",4 BedsBds,4 BathsBa,
"23 Cox Blvd, Markham, Ontario","$799,000 CAD",2 BedsBds,2 BathsBa,900 SqftSqft
"68 SUMMERDALE DR, Markham, Ontario L3T6W5","$1,280,000 CAD",5 BedsBds,4 BathsBa,
"9704 Mccowan Rd, Markham, Ontario","$764,008 CAD",2 BedsBds,2 BathsBa,800 SqftSqft
"129 Drakefield Rd, Markham, Ontario L3P1G9","$1,518,000 CAD",4 BedsBds,3 BathsBa,
"197 Larkin Ave, Markham, Ontario","$1,298,000 CAD",4 BedsBds,3 BathsBa,
"10 Rosewell Cres N, Markham, Ontario","$1,890,000 CAD",4 BedsBds,6 BathsBa,"3,500 SqftSqft"
"28 CHAMBERY CRES, Markham, Ontario L3R6L4","$2,088,000 CAD",6 BedsBds,4 BathsBa,
"2 Alpen Way 5, Markham, Ontario L3R4G1","$892,000 CAD",4 BedsBds,3 BathsBa,
"9704 Mccowan Rd, Markham, Ontario","$888,008 CAD",2 BedsBds,2 BathsBa,800 SqftSqft
"$242 Williamson Rd, Markham, Ontario","$1,300,000 CAD",4 BedsBds,3 BathsBa,
"1 Grandview Ave, Markham, Ontario","$1,016,990 CAD",2 BedsBds,2 BathsBa,"1,000 SqftSqft"
"20 Hemlock Dr, Markham, Ontario","$1,488,800 CAD",4 BedsBds,5 BathsBa,
"9319 KENNEDY RD, Markham, Ontario L6C0X7","$958,000 CAD",3 BedsBds,3 BathsBa,
"105 Wild Orchid Cres, Markham, Ontario","$1,788,800 CAD",4 BedsBds,5 BathsBa,"3,000 SqftSqft"
"7167 YONGE ST 307, Markham, Ontario L3T0E1","$889,000 CAD",3 BedsBds,2 BathsBa,
"$1 Whittington Crt, Markham, Ontario","$1,398,000 CAD",4 BedsBds,4 BathsBa,
"14 West Normandy Dr, Markham, Ontario","$1,198,000 CAD",4 BedsBds,4 BathsBa,"2,500 SqftSqft"
"179 Stather Cres, Markham, Ontario L3S2X2","$999,000 CAD",4 BedsBds,3 BathsBa,
"83 STAGLIN CRT, Markham, Ontario L6C0M2","$999,000 CAD",4 BedsBds,5 BathsBa,
"$161 Romfield Crct, Markham, Ontario","$1,599,000 CAD",3 BedsBds,5 BathsBa,
"10259 Woodbine Ave, Markham, Ontario","$1,288,000 CAD",3 BedsBds,3 BathsBa,
"109 Timbers Circ, Markham, Ontario","$1,188,000 CAD",4 BedsBds,5 BathsBa,"2,000 SqftSqft"
"38 CEDARLAND DR Ph1802, Markham, Ontario L6G0G7","$1,338,000 CAD",3 BedsBds,2 BathsBa,
"7 Beck Dr, Markham, Ontario","$1,468,000 CAD",4 BedsBds,4 BathsBa,
"2411 Bur Oak Ave, Markham, Ontario","$899,888 CAD",3 BedsBds,4 BathsBa,"1,500 SqftSqft"
"7 Thomas Bales Dr, Markham, Ontario","$1,215,000 CAD",2 BedsBds,3 BathsBa,"1,100 SqftSqft"
"16 NICHOLS BLVD, Markham, Ontario L6C2Z3","$1,788,800 CAD",5 BedsBds,5 BathsBa,
"289 South Park Rd, Markham, Ontario","$899,000 CAD",2 BedsBds,3 BathsBa,"1,400 SqftSqft"
"$16 Eakin Mill Rd, Markham, Ontario","$1,090,000 CAD",4 BedsBds,3 BathsBa,
"$8 Beckett Ave, Markham, Ontario","$1,388,888 CAD",5 BedsBds,5 BathsBa,
"$12 Portia St, Markham, Ontario","$1,088,888 CAD",4 BedsBds,4 BathsBa,
"57 UPPER DUKE CRES 207, Markham, Ontario L6G0B7","$649,900 CAD",2 BedsBds,2 BathsBa,
"5164 16TH AVE, Markham, Ontario L6C2H1","$1,985,000 CAD",4 BedsBds,4 BathsBa,
"9 Stollery Pond Cres, Markham, Ontario","$699,000 CAD",2 BedsBds,2 BathsBa,800 SqftSqft
"$26 Irenemount Cres, Markham, Ontario","$1,090,000 CAD",4 BedsBds,5 BathsBa,
"25 Water Walk Dr, Markham, Ontario","$599,000 CAD",1 BedBd,1 BathBa,600 SqftSqft
"9500 MARKHAM RD 522, Markham, Ontario L6E0N6","$629,000 CAD",2 BedsBds,2 BathsBa,
"11 Rexford Dr, Markham, Ontario","$1,199,000 CAD",4 BedsBds,4 BathsBa,
"3 Arlington Way 16, Markham, Ontario L3T7W9","$2,499,999 CAD",4 BedsBds,4 BathsBa,
"558 VILLAGE PKWY, Markham, Ontario L3R4K8","$1,630,000 CAD",6 BedsBds,4 BathsBa,
"63 CORNELL CENTRE BLVD, Markham, Ontario L6B0R1","$1,190,000 CAD",4 BedsBds,3 BathsBa,
"36 Halder Cres, Markham, Ontario","$1,038,800 CAD",4 BedsBds,4 BathsBa,"2,000 SqftSqft"
"8228 Birchmount Rd, Markham, Ontario","$599,880 CAD",1 BedBd,2 BathsBa,600 SqftSqft
"19 Lee Ave, Markham, Ontario L3R0L7","$5,668,000 CAD",3 BedsBds,2 BathsBa,
"16 Westmoreland Crt, Markham, Ontario","$1,568,000 CAD",4 BedsBds,6 BathsBa,
